t,Angle
3.85,-16.63390575
3.86,-17.58421264
3.87,-18.42307629
3.88,-19.12432188
3.89,-19.65113318
3.9,-19.99831834
3.91,-20.20812808
3.92,-20.25094269
3.93,-20.17376497
3.94,-19.98068898
3.95,-19.73198932
3.96,-19.4114915
3.97,-19.0350083
3.98,-18.60674843
3.99,-18.13099182
4,-17.65479797
4.01,-17.06598904
4.02,-16.49420173
4.03,-15.86705189
4.04,-15.22093993
4.05,-14.5693867
4.06,-13.91361916
4.07,-13.25558157
4.08,-12.65606066
4.09,-12.08877528
4.1,-11.53895313
4.11,-11.00018156
4.12,-10.51362823
4.13,-10.07462741
4.14,-9.67082919
4.15,-9.29488398
4.16,-8.94276572
4.17,-8.63369108
4.18,-8.34627974
4.19,-8.07777082
4.2,-7.81790489
4.21,-7.56784626
4.22,-7.30938234
4.23,-7.06082569
4.24,-6.79646075
4.25,-6.52233344
4.26,-6.23182653
4.27,-5.92961848
4.28,-5.59791049
4.29,-5.24167563
4.3,-4.84403667
4.31,-4.4104879
4.32,-3.92936025
4.33,-3.42891111
4.34,-2.92155265
4.35,-2.34406566
4.36,-1.81808608
4.37,-1.20242435
4.38,-0.62215741
4.39,-0.0531215
4.4,0.46855193
4.41,1.03314396
4.42,1.54855843
4.43,2.00744918
4.44,2.4536871
4.45,2.82835653
4.46,3.17362669
4.47,3.50843348
4.48,3.72978743
4.49,3.84688468
4.5,3.86680551
4.51,3.75050608
4.52,3.43914202
4.53,2.92615472
4.54,2.18268571
4.55,1.1966742
4.56,-0.01831669
4.57,-1.46172728
4.58,-3.05564386
4.59,-4.72693346
4.6,-6.39083266
4.61,-7.94169144
4.62,-9.30645304
4.63,-10.42049692
4.64,-11.27364932
4.65,-11.83945025
4.66,-12.16584821
4.67,-12.28555732
4.68,-12.24548525
4.69,-12.11118774
4.7,-11.94434509
4.71,-11.76269129
4.72,-11.61121316
4.73,-11.49727659
4.74,-11.43421892
4.75,-11.4251444
4.76,-11.47428351
4.77,-11.57266417
4.78,-11.7086619
4.79,-11.91000284
4.8,-12.13971456
4.81,-12.38577597
4.82,-12.64695792
4.83,-12.89674621
4.84,-13.12194471
4.85,-13.31089543
4.86,-13.44308264
4.87,-13.5286663
4.88,-13.55052412
4.89,-13.51748195
4.9,-13.43720779
4.91,-13.32669682
4.92,-13.16546248
4.93,-12.99725408
4.94,-12.82892548
4.95,-12.68039173
4.96,-12.52716378
4.97,-12.39644022
4.98,-12.26944643
4.99,-12.1426808
5,-12.00545674
5.01,-11.87251593
5.02,-11.75918835
5.03,-11.6685739
5.04,-11.64652022
5.05,-11.73709812
5.06,-11.96942056
5.07,-12.44305251
5.08,-13.07624566
5.09,-13.8742278
5.1,-14.86986716
5.11,-15.94608473
5.12,-17.07900898
5.13,-18.17001874
5.14,-19.16318917
5.15,-19.991034
5.16,-20.64834597
5.17,-21.04591907
5.18,-21.26540389
5.19,-21.28200491
5.2,-21.11993799
5.21,-20.81411219
5.22,-20.43219732
5.23,-19.90722511
5.24,-19.4143106
5.25,-18.8037855
5.26,-18.26971343
5.27,-17.64686345
5.28,-17.04860419
5.29,-16.45955915
5.3,-15.84226903
5.31,-15.24176124
5.32,-14.66282687
